from,to,adult_count,child_count,adult_price,child_price,total,payment_method,created_at
Stop_D,Stop_A,1,1,25,15,40,CARD,2026-01-15 07:03:29
Stop_E,Stop_C,3,1,35,15,120,CASH,2026-01-17 15:07:11
Stop_E,Stop_C,1,0,35,0,35,CASH,2026-01-17 23:57:37
Stop_C,Stop_B,2,1,35,15,85,UPI,2026-01-17 17:56:45
Stop_D,Stop_F,2,1,25,15,65,CARD,2026-01-17 09:35:24
Stop_D,Stop_E,2,0,25,0,50,CASH,2026-01-17 16:43:29
Stop_D,Stop_B,2,0,25,0,50,CARD,2026-01-17 09:09:46
Stop_C,Stop_A,3,2,30,15,120,UPI,2026-01-16 05:42:17
Stop_D,Stop_C,2,1,35,15,85,CASH,2026-01-16 05:11:25
Stop_C,Stop_A,1,0,35,0,35,CARD,2026-01-15 03:08:24
Stop_B,Stop_E,3,1,30,15,105,UPI,2026-01-15 01:01:44
Stop_B,Stop_E,3,1,25,15,90,CASH,2026-01-15 08:44:01
Stop_D,Stop_F,1,2,25,15,55,UPI,2026-01-16 07:01:20
Stop_A,Stop_F,2,1,30,15,75,CARD,2026-01-17 14:34:28
Stop_A,Stop_C,2,1,25,15,65,CARD,2026-01-17 10:03:21
Stop_E,Stop_D,1,0,30,0,30,CARD,2026-01-16 17:50:22
Stop_B,Stop_C,1,1,35,15,50,UPI,2026-01-17 04:00:33
Stop_E,Stop_B,1,1,30,15,45,UPI,2026-01-17 11:22:00
Stop_D,Stop_F,2,1,35,15,85,UPI,2026-01-15 14:02:23
Stop_D,Stop_F,3,2,30,15,120,CARD,2026-01-17 22:06:32
Stop_D,Stop_E,1,2,30,15,60,CASH,2026-01-16 19:30:39
Stop_C,Stop_D,3,0,35,0,105,CARD,2026-01-15 07:53:30
Stop_B,Stop_F,1,2,30,15,60,CASH,2026-01-16 17:22:54
Stop_C,Stop_B,2,0,25,0,50,CASH,2026-01-17 05:13:57
Stop_B,Stop_C,2,0,30,0,60,CASH,2026-01-16 08:01:29
Stop_D,Stop_C,2,0,35,0,70,UPI,2026-01-16 21:41:25
Stop_E,Stop_D,1,0,25,0,25,UPI,2026-01-16 14:00:36
Stop_A,Stop_D,2,1,25,15,65,CARD,2026-01-16 03:03:10
Stop_E,Stop_A,3,1,25,15,90,UPI,2026-01-15 09:43:33
Stop_C,Stop_E,3,2,25,15,105,CASH,2026-01-15 16:10:24
Stop_A,Stop_C,3,1,35,15,120,CASH,2026-01-17 10:37:35
Stop_B,Stop_E,3,1,30,15,105,CASH,2026-01-17 20:42:43
Stop_D,Stop_A,2,2,35,15,100,CASH,2026-01-16 17:41:23
Stop_E,Stop_B,1,1,30,15,45,CASH,2026-01-16 12:41:29
Stop_B,Stop_E,1,1,35,15,50,CARD,2026-01-17 01:45:28
Stop_A,Stop_E,2,2,30,15,90,CARD,2026-01-17 09:51:09
Stop_C,Stop_F,1,0,30,0,30,CARD,2026-01-17 21:10:29
Stop_E,Stop_B,1,1,30,15,45,CARD,2026-01-16 01:34:49
Stop_A,Stop_D,2,0,25,0,50,UPI,2026-01-17 15:04:25
Stop_B,Stop_A,1,1,35,15,50,CARD,2026-01-16 07:01:02
Stop_C,Stop_A,1,2,35,15,65,CARD,2026-01-16 05:07:34
Stop_B,Stop_A,2,0,30,0,60,CASH,2026-01-17 08:44:03
Stop_A,Stop_E,3,2,25,15,105,CASH,2026-01-15 00:14:46
Stop_C,Stop_D,1,0,30,0,30,CARD,2026-01-17 23:13:10
Stop_D,Stop_A,3,2,25,15,105,CARD,2026-01-15 23:04:52
Stop_D,Stop_C,3,0,30,0,90,CARD,2026-01-17 05:50:36
Stop_D,Stop_C,3,2,35,15,135,UPI,2026-01-17 21:21:37
Stop_D,Stop_C,2,1,25,15,65,UPI,2026-01-16 03:50:01
Stop_C,Stop_D,1,1,30,15,45,CARD,2026-01-16 04:32:47
Stop_D,Stop_B,1,0,25,0,25,CARD,2026-01-17 02:33:45
Stop_E,Stop_A,1,2,25,15,55,UPI,2026-01-16 21:10:26
Stop_C,Stop_E,2,1,25,15,65,CARD,2026-01-16 18:39:29
Stop_C,Stop_D,2,0,30,0,60,CASH,2026-01-16 00:22:47
Stop_A,Stop_D,1,0,35,0,35,UPI,2026-01-15 02:04:43
Stop_B,Stop_E,3,2,25,15,105,CARD,2026-01-15 20:25:55
Stop_C,Stop_E,2,1,30,15,75,CASH,2026-01-16 05:06:18
Stop_A,Stop_E,3,1,35,15,120,CASH,2026-01-15 12:48:13
Stop_E,Stop_C,2,1,25,15,65,UPI,2026-01-16 23:01:58
Stop_E,Stop_B,1,1,25,15,40,CARD,2026-01-17 03:47:52
Stop_C,Stop_D,3,1,30,15,105,CASH,2026-01-16 01:04:48
Stop_C,Stop_E,3,2,35,15,135,CARD,2026-01-16 00:00:16
Stop_E,Stop_D,3,2,30,15,120,CASH,2026-01-17 07:14:42
Stop_E,Stop_B,1,2,25,15,55,CARD,2026-01-15 06:39:02
Stop_D,Stop_B,2,2,25,15,80,CARD,2026-01-16 02:16:37
Stop_D,Stop_E,3,0,30,0,90,CARD,2026-01-16 15:13:12
Stop_B,Stop_A,2,0,35,0,70,CASH,2026-01-16 08:22:12
Stop_D,Stop_F,3,1,30,15,105,CASH,2026-01-16 23:16:22
Stop_C,Stop_D,2,0,30,0,60,CASH,2026-01-17 16:10:37
Stop_B,Stop_A,1,0,25,0,25,CASH,2026-01-17 04:46:02
Stop_C,Stop_E,3,1,25,15,90,CARD,2026-01-15 16:10:25
Stop_B,Stop_F,2,1,35,15,85,CARD,2026-01-17 01:23:02
Stop_B,Stop_A,1,2,25,15,55,CARD,2026-01-16 16:09:28
Stop_C,Stop_E,1,0,35,0,35,UPI,2026-01-15 16:04:25
Stop_A,Stop_E,2,1,35,15,85,CASH,2026-01-15 12:14:50
Stop_A,Stop_C,2,0,25,0,50,CARD,2026-01-15 08:03:48
Stop_D,Stop_C,2,0,25,0,50,CARD,2026-01-15 23:04:09
Stop_B,Stop_D,2,1,30,15,75,CARD,2026-01-15 01:53:09
Stop_D,Stop_A,2,2,30,15,90,CASH,2026-01-16 03:30:23
Stop_C,Stop_E,2,2,35,15,100,UPI,2026-01-15 16:55:44
Stop_D,Stop_A,2,1,25,15,65,CARD,2026-01-17 11:01:07
Stop_C,Stop_B,1,2,35,15,65,UPI,2026-01-16 10:17:50
Stop_B,Stop_F,1,2,35,15,65,CARD,2026-01-17 20:59:17
Stop_A,Stop_E,3,2,35,15,135,CARD,2026-01-17 13:35:03
Stop_C,Stop_F,2,0,30,0,60,CARD,2026-01-16 23:37:39
Stop_B,Stop_C,2,0,30,0,60,UPI,2026-01-16 22:37:53
Stop_D,Stop_C,2,1,25,15,65,CASH,2026-01-17 07:45:06
Stop_D,Stop_E,3,1,25,15,90,CARD,2026-01-17 08:37:45
Stop_A,Stop_C,1,0,25,0,25,CARD,2026-01-17 11:42:08
Stop_D,Stop_F,1,2,35,15,65,CARD,2026-01-17 04:15:21
Stop_A,Stop_D,3,1,30,15,105,UPI,2026-01-17 07:48:14
Stop_E,Stop_D,1,2,30,15,60,UPI,2026-01-17 03:02:53
Stop_D,Stop_B,1,2,25,15,55,CARD,2026-01-16 06:48:39
Stop_A,Stop_E,2,1,30,15,75,CARD,2026-01-17 10:48:59
Stop_C,Stop_A,3,0,25,0,75,CASH,2026-01-17 23:16:14
Stop_C,Stop_F,3,1,30,15,105,UPI,2026-01-16 18:21:56
Stop_A,Stop_D,2,0,35,0,70,UPI,2026-01-17 06:32:47
Stop_E,Stop_A,2,0,30,0,60,UPI,2026-01-17 08:27:05
Stop_D,Stop_A,3,2,25,15,105,CASH,2026-01-15 03:35:49
Stop_C,Stop_B,1,2,30,15,60,UPI,2026-01-17 13:55:51
Stop_B,Stop_D,2,1,25,15,65,CARD,2026-01-15 08:00:30
Stop_B,Stop_A,3,0,25,0,75,CARD,2026-01-17 07:44:58
Stop_D,Stop_C,2,0,25,0,50,UPI,2026-01-16 05:31:16
Stop_B,Stop_F,1,2,30,15,60,CARD,2026-01-17 08:38:16
Stop_B,Stop_C,1,2,35,15,65,UPI,2026-01-16 01:19:25
Stop_E,Stop_A,1,0,30,0,30,CARD,2026-01-17 13:46:50
Stop_D,Stop_A,3,1,25,15,90,UPI,2026-01-17 18:33:21
Stop_A,Stop_F,3,2,35,15,135,CASH,2026-01-16 08:00:16
Stop_D,Stop_F,3,0,35,0,105,UPI,2026-01-15 12:25:21
Stop_E,Stop_C,2,0,25,0,50,UPI,2026-01-17 08:06:45
Stop_E,Stop_C,3,1,35,15,120,CARD,2026-01-17 16:40:57
Stop_C,Stop_F,1,1,25,15,40,CARD,2026-01-16 19:59:53
Stop_C,Stop_F,2,1,30,15,75,CARD,2026-01-15 16:40:52
Stop_B,Stop_C,2,2,25,15,80,UPI,2026-01-17 08:11:34
Stop_B,Stop_C,3,2,25,15,105,UPI,2026-01-15 22:30:24
Stop_E,Stop_A,2,0,30,0,60,CARD,2026-01-15 08:38:59
Stop_D,Stop_F,1,2,35,15,65,UPI,2026-01-16 01:47:53
Stop_D,Stop_E,1,1,30,15,45,UPI,2026-01-17 22:43:54
Stop_B,Stop_C,2,2,25,15,80,CASH,2026-01-16 05:14:33
Stop_D,Stop_C,3,2,25,15,105,CASH,2026-01-17 17:51:11
Stop_D,Stop_B,3,0,35,0,105,UPI,2026-01-15 13:59:30
Stop_C,Stop_A,1,2,30,15,60,CASH,2026-01-15 14:22:35
Stop_E,Stop_C,1,0,25,0,25,CARD,2026-01-16 14:21:37
Stop_A,Stop_E,3,1,25,15,90,CASH,2026-01-17 07:05:14
Stop_B,Stop_C,3,0,25,0,75,UPI,2026-01-17 22:29:09
Stop_D,Stop_C,1,2,35,15,65,UPI,2026-01-17 06:19:42
Stop_D,Stop_F,3,2,25,15,105,CARD,2026-01-15 03:49:33
Stop_A,Stop_F,2,2,25,15,80,UPI,2026-01-15 05:04:04
Stop_C,Stop_A,1,1,35,15,50,CARD,2026-01-16 23:17:45
Stop_A,Stop_F,2,0,35,0,70,CARD,2026-01-15 03:10:25
Stop_A,Stop_F,2,1,25,15,65,CASH,2026-01-16 00:42:43
Stop_B,Stop_C,3,0,35,0,105,CARD,2026-01-16 21:53:17
Stop_A,Stop_F,2,0,35,0,70,CASH,2026-01-17 06:05:24
Stop_C,Stop_B,3,1,25,15,90,UPI,2026-01-15 00:35:53
Stop_A,Stop_B,1,1,30,15,45,UPI,2026-01-15 21:41:04
Stop_C,Stop_F,2,2,30,15,90,CASH,2026-01-17 04:22:20
Stop_C,Stop_B,1,0,25,0,25,CARD,2026-01-17 12:18:15
Stop_A,Stop_F,3,1,25,15,90,CASH,2026-01-16 07:33:23
Stop_A,Stop_C,1,2,30,15,60,UPI,2026-01-17 22:25:51
Stop_B,Stop_A,1,2,35,15,65,CASH,2026-01-17 12:54:38
Stop_D,Stop_E,2,1,25,15,65,UPI,2026-01-16 16:24:34
Stop_B,Stop_C,3,0,35,0,105,UPI,2026-01-15 21:11:48
Stop_C,Stop_D,2,2,35,15,100,UPI,2026-01-17 19:00:36
Stop_C,Stop_D,1,0,25,0,25,UPI,2026-01-16 05:17:24
Stop_E,Stop_A,1,0,35,0,35,UPI,2026-01-16 16:51:41
Stop_D,Stop_F,1,2,35,15,65,CASH,2026-01-15 16:29:22
Stop_D,Stop_B,1,0,25,0,25,UPI,2026-01-17 10:00:33
Stop_B,Stop_D,3,0,35,0,105,UPI,2026-01-17 07:37:48
Stop_C,Stop_D,2,0,25,0,50,CASH,2026-01-17 15:23:07
Stop_E,Stop_F,3,2,30,15,120,CARD,2026-01-15 07:45:32
Stop_A,Stop_F,1,0,30,0,30,CARD,2026-01-16 01:00:11
Stop_C,Stop_A,1,0,35,0,35,UPI,2026-01-15 01:50:44
Stop_C,Stop_F,1,2,25,15,55,UPI,2026-01-16 09:24:48
Stop_E,Stop_A,2,0,25,0,50,UPI,2026-01-16 11:57:45
Stop_E,Stop_C,2,2,35,15,100,CASH,2026-01-16 12:39:23
Stop_B,Stop_E,3,0,35,0,105,CASH,2026-01-17 11:01:43
Stop_E,Stop_A,2,1,30,15,75,UPI,2026-01-17 04:51:11
Stop_C,Stop_F,1,1,35,15,50,UPI,2026-01-15 21:03:47
Stop_C,Stop_B,3,1,25,15,90,CASH,2026-01-15 23:28:17
Stop_C,Stop_D,3,1,35,15,120,CASH,2026-01-16 14:00:22
Stop_D,Stop_C,1,2,25,15,55,CASH,2026-01-15 07:46:12
Stop_A,Stop_B,2,2,30,15,90,UPI,2026-01-16 16:40:41
Stop_B,Stop_C,3,1,35,15,120,CASH,2026-01-15 18:26:21
Stop_A,Stop_C,2,2,35,15,100,CARD,2026-01-17 08:19:40
Stop_D,Stop_E,1,0,35,0,35,CASH,2026-01-16 11:09:06
Stop_A,Stop_F,1,2,30,15,60,CARD,2026-01-17 16:20:59
Stop_E,Stop_F,3,1,30,15,105,UPI,2026-01-17 16:53:31
Stop_D,Stop_F,2,2,30,15,90,CARD,2026-01-16 12:05:52
Stop_A,Stop_D,3,2,35,15,135,CARD,2026-01-17 05:03:27
Stop_A,Stop_F,2,2,25,15,80,CASH,2026-01-15 16:29:07
Stop_E,Stop_A,3,0,25,0,75,CASH,2026-01-16 06:22:33
Stop_B,Stop_A,1,1,30,15,45,CARD,2026-01-15 08:47:42
Stop_E,Stop_F,1,2,25,15,55,CARD,2026-01-16 14:12:44
Stop_A,Stop_C,3,0,35,0,105,CASH,2026-01-16 11:50:16
Stop_D,Stop_A,2,1,35,15,85,UPI,2026-01-15 03:24:11
Stop_C,Stop_E,1,1,35,15,50,UPI,2026-01-15 13:21:45
Stop_E,Stop_C,3,0,25,0,75,CARD,2026-01-15 20:12:23
Stop_A,Stop_C,2,1,35,15,85,CASH,2026-01-17 20:01:43
Stop_A,Stop_F,1,2,25,15,55,CARD,2026-01-16 04:42:00
Stop_B,Stop_A,3,0,25,0,75,CARD,2026-01-17 15:53:13
Stop_C,Stop_D,3,1,30,15,105,CARD,2026-01-15 06:39:49
Stop_C,Stop_F,2,0,35,0,70,CASH,2026-01-17 04:48:51
Stop_D,Stop_B,3,2,35,15,135,UPI,2026-01-16 19:40:01
Stop_D,Stop_F,2,0,30,0,60,UPI,2026-01-15 00:06:30
Stop_C,Stop_A,3,2,30,15,120,UPI,2026-01-15 18:15:20
Stop_A,Stop_E,3,2,30,15,120,CASH,2026-01-17 17:47:29
Stop_E,Stop_F,3,1,35,15,120,CARD,2026-01-16 04:56:51
Stop_A,Stop_F,2,0,30,0,60,CARD,2026-01-17 21:13:36
Stop_A,Stop_F,3,2,25,15,105,CASH,2026-01-17 15:43:18
Stop_B,Stop_E,1,1,35,15,50,UPI,2026-01-17 19:17:29
Stop_C,Stop_A,1,0,25,0,25,CASH,2026-01-16 20:50:10
Stop_D,Stop_B,2,1,25,15,65,CARD,2026-01-15 11:16:09
Stop_B,Stop_C,1,0,30,0,30,CARD,2026-01-17 23:30:06
Stop_D,Stop_C,1,0,30,0,30,UPI,2026-01-16 02:44:42
Stop_B,Stop_E,3,1,30,15,105,CARD,2026-01-15 15:12:04
Stop_C,Stop_E,3,1,35,15,120,CASH,2026-01-17 22:13:57
Stop_A,Stop_E,2,2,35,15,100,CASH,2026-01-17 20:17:26
Stop_C,Stop_E,1,2,30,15,60,CARD,2026-01-15 12:16:05
Stop_D,Stop_F,1,1,30,15,45,UPI,2026-01-17 06:57:36
Stop_B,Stop_F,3,2,25,15,105,UPI,2026-01-16 22:44:51
Stop_C,Stop_E,3,0,25,0,75,CARD,2026-01-15 02:19:52
Stop_E,Stop_A,1,2,30,15,60,CASH,2026-01-15 20:40:03
Stop_A,Stop_D,2,2,30,15,90,CASH,2026-01-15 09:31:02
Stop_D,Stop_E,1,2,30,15,60,UPI,2026-01-17 17:28:45
Stop_A,Stop_D,2,1,25,15,65,CASH,2026-01-15 11:12:37
Stop_B,Stop_D,2,1,30,15,75,CASH,2026-01-15 15:37:12
Stop_E,Stop_F,1,0,35,0,35,UPI,2026-01-16 01:14:42
Stop_B,Stop_D,2,2,35,15,100,CARD,2026-01-15 11:33:05
Stop_A,Stop_B,1,0,35,0,35,UPI,2026-01-15 04:52:16
Stop_C,Stop_E,2,0,35,0,70,CARD,2026-01-15 21:42:31
Stop_A,Stop_B,1,0,30,0,30,CASH,2026-01-16 10:25:56
Stop_D,Stop_E,2,0,35,0,70,CARD,2026-01-15 16:03:09
Stop_E,Stop_A,2,0,30,0,60,CASH,2026-01-16 08:24:08
Stop_B,Stop_E,2,1,25,15,65,CARD,2026-01-17 00:15:25
Stop_C,Stop_E,2,1,25,15,65,CARD,2026-01-15 10:55:32
Stop_A,Stop_B,2,0,25,0,50,CARD,2026-01-15 18:40:05
Stop_B,Stop_F,2,1,25,15,65,CASH,2026-01-16 23:06:26
Stop_C,Stop_F,3,0,25,0,75,CARD,2026-01-15 09:20:39
Stop_B,Stop_F,1,2,35,15,65,CASH,2026-01-16 20:02:10
Stop_C,Stop_F,3,0,25,0,75,UPI,2026-01-17 11:06:41
Stop_C,Stop_D,3,0,25,0,75,CASH,2026-01-16 12:45:51
Stop_A,Stop_D,2,2,25,15,80,CARD,2026-01-16 23:09:14
Stop_D,Stop_C,1,2,35,15,65,CARD,2026-01-17 00:44:12
Stop_E,Stop_A,2,1,25,15,65,CARD,2026-01-15 14:04:35
Stop_A,Stop_C,2,0,25,0,50,UPI,2026-01-17 06:43:51
Stop_A,Stop_D,2,2,30,15,90,CASH,2026-01-15 16:04:23
Stop_E,Stop_F,2,1,35,15,85,CASH,2026-01-16 06:15:53
Stop_B,Stop_A,2,2,35,15,100,CASH,2026-01-16 07:09:42
Stop_C,Stop_A,2,2,25,15,80,CARD,2026-01-15 16:28:37
Stop_E,Stop_B,3,2,35,15,135,UPI,2026-01-16 04:38:58
Stop_E,Stop_B,2,1,25,15,65,CASH,2026-01-17 09:43:45
Stop_B,Stop_A,2,0,35,0,70,UPI,2026-01-15 15:56:05
Stop_D,Stop_C,3,2,30,15,120,CASH,2026-01-15 14:07:09
Stop_B,Stop_F,3,1,35,15,120,UPI,2026-01-17 02:11:07
Stop_B,Stop_E,3,1,30,15,105,UPI,2026-01-17 07:27:56
Stop_A,Stop_C,3,2,35,15,135,CARD,2026-01-16 20:43:46
Stop_E,Stop_D,2,1,35,15,85,CARD,2026-01-16 08:03:14
Stop_D,Stop_E,2,0,30,0,60,CASH,2026-01-15 03:04:34
Stop_E,Stop_C,1,2,25,15,55,CASH,2026-01-17 07:14:25
Stop_B,Stop_D,1,0,25,0,25,UPI,2026-01-15 09:57:01
Stop_E,Stop_B,1,2,35,15,65,CASH,2026-01-15 08:43:09
Stop_C,Stop_E,1,1,30,15,45,UPI,2026-01-16 16:47:54
Stop_C,Stop_A,1,1,35,15,50,CASH,2026-01-15 08:46:54
Stop_C,Stop_F,2,2,30,15,90,CASH,2026-01-17 01:38:00
Stop_D,Stop_E,3,1,35,15,120,CASH,2026-01-16 07:28:51
Stop_E,Stop_A,1,0,30,0,30,UPI,2026-01-15 21:17:43
Stop_A,Stop_C,3,0,25,0,75,UPI,2026-01-16 22:46:44
Stop_C,Stop_E,3,0,35,0,105,CARD,2026-01-15 22:30:43
Stop_D,Stop_E,2,2,35,15,100,CARD,2026-01-15 10:24:12
Stop_A,Stop_B,1,1,25,15,40,CASH,2026-01-15 07:56:48
Stop_D,Stop_A,2,1,30,15,75,CASH,2026-01-17 22:05:51
Stop_B,Stop_C,3,1,30,15,105,UPI,2026-01-16 14:54:57
Stop_A,Stop_C,1,2,30,15,60,UPI,2026-01-16 06:04:17
Stop_A,Stop_E,2,0,25,0,50,CASH,2026-01-16 11:25:52
Stop_E,Stop_C,1,2,35,15,65,UPI,2026-01-17 06:36:42
Stop_D,Stop_A,1,1,25,15,40,UPI,2026-01-17 16:04:10
Stop_A,Stop_C,2,1,25,15,65,CARD,2026-01-17 17:55:37
Stop_C,Stop_A,2,2,30,15,90,CARD,2026-01-17 23:47:01
Stop_B,Stop_C,2,0,35,0,70,UPI,2026-01-16 19:01:41
Stop_B,Stop_C,2,0,30,0,60,UPI,2026-01-17 13:04:27
Stop_B,Stop_D,1,0,30,0,30,CARD,2026-01-15 13:06:21
Stop_A,Stop_B,3,2,35,15,135,UPI,2026-01-16 11:10:31
Stop_C,Stop_E,1,2,25,15,55,CARD,2026-01-17 22:31:33
Stop_B,Stop_F,2,1,25,15,65,CARD,2026-01-17 01:05:13
Stop_D,Stop_F,1,0,25,0,25,CASH,2026-01-17 06:29:18
Stop_E,Stop_F,2,1,25,15,65,CASH,2026-01-16 19:01:46
Stop_C,Stop_F,3,2,30,15,120,UPI,2026-01-15 07:33:04
Stop_B,Stop_E,3,1,35,15,120,CARD,2026-01-16 10:09:22
Stop_B,Stop_E,3,0,25,0,75,CASH,2026-01-16 03:59:37
Stop_A,Stop_F,3,0,25,0,75,UPI,2026-01-17 18:13:23
Stop_A,Stop_E,1,2,35,15,65,CARD,2026-01-17 16:26:18
Stop_E,Stop_D,2,1,35,15,85,CARD,2026-01-15 10:22:08
Stop_C,Stop_A,1,0,25,0,25,UPI,2026-01-15 10:49:09
Stop_D,Stop_B,2,1,35,15,85,CASH,2026-01-17 07:41:25
Stop_D,Stop_C,2,0,25,0,50,UPI,2026-01-16 17:51:21
Stop_B,Stop_D,1,1,25,15,40,UPI,2026-01-16 15:39:15
Stop_B,Stop_A,3,0,25,0,75,CASH,2026-01-15 10:34:07
Stop_B,Stop_C,1,2,35,15,65,UPI,2026-01-16 02:33:51
Stop_D,Stop_F,2,0,30,0,60,UPI,2026-01-17 14:30:49
Stop_A,Stop_E,2,1,35,15,85,CARD,2026-01-15 10:20:45
Stop_B,Stop_E,1,2,35,15,65,UPI,2026-01-15 10:39:53
Stop_D,Stop_B,1,2,30,15,60,CASH,2026-01-16 02:39:27
Stop_A,Stop_F,1,2,30,15,60,UPI,2026-01-17 15:16:38
Stop_E,Stop_B,3,1,25,15,90,CASH,2026-01-15 10:22:34
Stop_C,Stop_F,3,0,35,0,105,CARD,2026-01-17 11:50:58
Stop_B,Stop_C,2,0,25,0,50,CASH,2026-01-15 18:06:19
Stop_B,Stop_E,2,2,35,15,100,UPI,2026-01-16 02:17:46
Stop_B,Stop_F,1,2,30,15,60,CASH,2026-01-15 10:18:42
Stop_E,Stop_D,1,1,35,15,50,UPI,2026-01-16 00:38:47
Stop_E,Stop_C,3,1,25,15,90,CASH,2026-01-17 09:40:12
Stop_B,Stop_A,1,1,25,15,40,CARD,2026-01-16 09:04:49
Stop_D,Stop_B,1,0,25,0,25,UPI,2026-01-17 18:56:22
Stop_B,Stop_C,3,2,25,15,105,CASH,2026-01-16 09:26:47
Stop_D,Stop_A,3,1,35,15,120,CARD,2026-01-17 12:17:49
Stop_D,Stop_F,2,0,25,0,50,CARD,2026-01-15 21:47:30
Stop_B,Stop_E,2,0,35,0,70,CARD,2026-01-17 01:32:44
Stop_E,Stop_D,2,1,30,15,75,CASH,2026-01-15 14:54:46
Stop_E,Stop_D,1,2,25,15,55,UPI,2026-01-16 10:40:28
Stop_E,Stop_A,2,1,30,15,75,CARD,2026-01-17 08:01:07
Stop_B,Stop_A,1,0,35,0,35,CASH,2026-01-17 05:52:08
Stop_E,Stop_F,2,2,35,15,100,UPI,2026-01-15 18:08:22
Stop_C,Stop_E,1,2,25,15,55,CASH,2026-01-17 01:01:44
Stop_A,Stop_E,1,0,25,0,25,UPI,2026-01-16 17:21:04
Stop_C,Stop_A,1,2,30,15,60,UPI,2026-01-16 10:52:48
Stop_B,Stop_C,1,0,35,0,35,CASH,2026-01-17 16:18:44
Stop_B,Stop_A,3,1,35,15,120,UPI,2026-01-17 22:33:26
Stop_C,Stop_A,3,1,35,15,120,UPI,2026-01-16 03:54:16
Stop_E,Stop_B,2,1,25,15,65,CASH,2026-01-17 15:31:21
Stop_A,Stop_E,2,1,30,15,75,UPI,2026-01-17 13:25:57
Stop_E,Stop_C,3,1,30,15,105,CARD,2026-01-17 10:39:27
Stop_C,Stop_E,2,1,30,15,75,UPI,2026-01-16 07:51:08
Stop_D,Stop_E,2,0,25,0,50,CARD,2026-01-17 03:01:29
Stop_E,Stop_F,1,1,35,15,50,CASH,2026-01-17 00:42:20
Stop_E,Stop_D,3,2,35,15,135,CASH,2026-01-15 07:30:09
Stop_B,Stop_E,3,2,25,15,105,UPI,2026-01-16 17:51:26
Stop_E,Stop_D,3,1,25,15,90,CASH,2026-01-16 16:19:08
Stop_B,Stop_D,2,0,25,0,50,CARD,2026-01-15 13:57:15
Stop_E,Stop_D,1,2,35,15,65,CASH,2026-01-17 04:39:05
Stop_A,Stop_F,2,0,30,0,60,CARD,2026-01-17 02:42:52
Stop_B,Stop_E,2,0,35,0,70,UPI,2026-01-16 22:04:25
Stop_A,Stop_D,2,0,35,0,70,CASH,2026-01-15 05:34:44
Stop_D,Stop_F,2,0,30,0,60,UPI,2026-01-16 14:15:54
Stop_C,Stop_A,1,2,25,15,55,CARD,2026-01-15 16:05:13
Stop_B,Stop_C,3,1,25,15,90,UPI,2026-01-16 14:38:11
Stop_C,Stop_E,1,2,30,15,60,CASH,2026-01-16 15:05:26
Stop_D,Stop_A,3,0,30,0,90,CARD,2026-01-15 21:07:49
Stop_A,Stop_B,2,0,25,0,50,UPI,2026-01-17 01:04:03
Stop_A,Stop_C,2,1,25,15,65,CASH,2026-01-15 20:21:09
Stop_E,Stop_A,1,0,30,0,30,CASH,2026-01-16 17:02:20
Stop_B,Stop_D,1,0,25,0,25,CASH,2026-01-15 19:33:36
Stop_E,Stop_A,2,2,25,15,80,CASH,2026-01-17 22:02:46
Stop_A,Stop_D,3,1,35,15,120,CARD,2026-01-17 23:01:28
Stop_D,Stop_B,2,2,30,15,90,CASH,2026-01-16 11:50:28
Stop_C,Stop_E,2,2,30,15,90,UPI,2026-01-16 06:33:55
Stop_D,Stop_B,1,0,25,0,25,CASH,2026-01-15 14:21:51
Stop_D,Stop_B,2,2,30,15,90,CASH,2026-01-15 00:45:00
Stop_C,Stop_F,2,2,25,15,80,CASH,2026-01-15 06:58:41
Stop_A,Stop_B,3,1,35,15,120,CARD,2026-01-15 09:19:28
Stop_D,Stop_E,3,0,25,0,75,CARD,2026-01-15 14:20:57
Stop_E,Stop_D,2,1,30,15,75,UPI,2026-01-15 09:03:20
Stop_E,Stop_A,1,1,25,15,40,CARD,2026-01-17 18:25:32
Stop_B,Stop_E,2,0,25,0,50,UPI,2026-01-17 08:25:53
Stop_E,Stop_D,1,1,35,15,50,CARD,2026-01-15 00:25:07
Stop_C,Stop_B,2,0,35,0,70,CASH,2026-01-16 21:42:51
Stop_C,Stop_D,1,2,30,15,60,UPI,2026-01-17 13:48:14
Stop_C,Stop_D,3,1,25,15,90,CASH,2026-01-17 22:44:56
Stop_C,Stop_D,2,1,30,15,75,CASH,2026-01-16 15:07:40
Stop_D,Stop_C,1,2,30,15,60,CARD,2026-01-16 08:55:59
Stop_D,Stop_E,2,2,25,15,80,CASH,2026-01-17 05:51:39
Stop_E,Stop_F,3,0,35,0,105,CASH,2026-01-16 07:46:38
Stop_D,Stop_A,2,2,35,15,100,CARD,2026-01-17 12:13:40
Stop_D,Stop_A,3,1,35,15,120,CARD,2026-01-16 18:36:10
Stop_B,Stop_F,1,2,25,15,55,CARD,2026-01-15 11:49:40
Stop_E,Stop_F,2,1,25,15,65,UPI,2026-01-16 01:08:03
Stop_E,Stop_A,3,2,30,15,120,CASH,2026-01-17 16:12:17
Stop_A,Stop_B,3,2,30,15,120,CARD,2026-01-16 08:22:00
Stop_B,Stop_D,1,2,35,15,65,CASH,2026-01-15 15:42:12
Stop_D,Stop_A,1,1,25,15,40,CARD,2026-01-16 07:45:43
Stop_A,Stop_D,3,1,35,15,120,UPI,2026-01-17 08:15:41
